,Issue id,Status,Priority,Issue key,Created,Resolved
40,CLIENT-5040,Closed,Needs_Triage,CLIENT,2016-08-05T15:07:29.000,2016-08-05T16:13:20.000
41,CLIENT-5041,Resolved,P3,CLIENT,2016-08-05T15:29:01.000,2016-08-17T16:39:35.000
42,CLIENT-5042,Resolved,Needs_Triage,CLIENT,2016-08-05T15:35:45.000,2016-08-05T16:22:36.000
43,CLIENT-5043,Resolved,P3,CLIENT,2016-08-05T16:36:05.000,2016-08-22T15:36:10.000
44,SERVER-4737,Resolved,P2,SERVER,2016-08-08T10:22:08.000,2016-12-02T16:18:53.000
45,SERVER-4738,Resolved,P2,SERVER,2016-08-08T13:39:44.000,2016-09-01T13:53:31.000
46,SERVER-4739,Resolved,P2,SERVER,2016-08-08T15:48:02.000,2016-09-01T13:53:53.000
47,SERVER-4740,Resolved,Needs_Triage,SERVER,2016-08-08T15:51:01.000,2016-10-21T12:14:46.000
48,CLIENT-5044,Resolved,P2,CLIENT,2016-08-08T16:32:20.000,2016-08-17T16:37:04.000
49,CLIENT-5045,Resolved,P3,CLIENT,2016-08-08T16:34:43.000,2016-08-26T15:50:09.000
50,CLIENT-5046,Resolved,P3,CLIENT,2016-08-08T16:42:13.000,2016-09-12T11:13:01.000
51,CLIENT-5047,Resolved,P2,CLIENT,2016-08-08T16:49:55.000,2016-08-18T11:12:48.000
52,SERVER-4741,Resolved,P2,SERVER,2016-08-08T17:52:30.000,2016-09-01T13:54:11.000
53,SERVER-4743,Resolved,Needs_Triage,SERVER,2016-08-08T23:16:15.000,2016-09-01T13:55:06.000
54,SERVER-4744,Resolved,Needs_Triage,SERVER,2016-08-09T08:08:26.000,2016-09-01T13:54:38.000
55,CLIENT-5048,Resolved,P3,CLIENT,2016-08-09T08:56:55.000,2016-08-17T16:38:12.000
56,CLIENT-5049,Resolved,P4,CLIENT,2016-08-09T09:01:14.000,2016-09-30T12:26:12.000
57,CLIENT-5050,Resolved,P3,CLIENT,2016-08-09T09:33:50.000,2016-10-10T07:50:03.000
58,CLIENT-5051,Resolved,P4,CLIENT,2016-08-09T14:13:28.000,2018-05-21T15:17:45.000
59,CLIENT-5052,Resolved,P3,CLIENT,2016-08-09T14:14:43.000,2018-05-21T15:18:35.000
60,SERVER-4745,Closed,P2,SERVER,2016-08-10T08:30:15.000,2016-11-28T22:51:19.000
61,SERVER-4746,Resolved,Needs_Triage,SERVER,2016-08-10T09:29:35.000,2018-02-12T17:22:33.000
62,SERVER-4748,Resolved,Needs_Triage,SERVER,2016-08-10T12:36:35.000,2016-09-29T12:16:08.000
63,CLIENT-5053,Resolved,P2,CLIENT,2016-08-10T17:30:52.000,2016-09-06T13:49:33.000
64,SERVER-4750,Resolved,P3,SERVER,2016-08-10T19:10:32.000,2016-09-29T12:19:58.000
65,SERVER-4751,Closed,Needs_Triage,SERVER,2016-08-11T09:50:42.000,2016-08-15T10:39:17.000
66,CLIENT-5055,Resolved,Needs_Triage,CLIENT,2016-08-12T13:16:32.000,2016-10-17T09:04:32.000
67,SERVER-4756,Resolved,Needs_Triage,SERVER,2016-08-12T13:34:26.000,2018-02-12T17:22:34.000
68,SERVER-4758,Resolved,Needs_Triage,SERVER,2016-08-14T04:18:37.000,2016-08-15T08:28:23.000
69,SERVER-4759,Resolved,Needs_Triage,SERVER,2016-08-14T04:40:22.000,2016-08-15T08:00:20.000
70,SERVER-4760,Resolved,Needs_Triage,SERVER,2016-08-14T06:05:28.000,2016-08-15T08:00:46.000
71,CLIENT-5056,Resolved,P3,CLIENT,2016-08-15T11:18:44.000,2017-03-02T10:48:52.000
72,SERVER-4762,Resolved,Needs_Triage,SERVER,2016-08-15T11:43:46.000,2018-02-12T17:22:34.000
73,CLIENT-5057,Resolved,P4,CLIENT,2016-08-15T12:29:46.000,2018-05-21T15:18:49.000
74,CLIENT-5058,Resolved,Needs_Triage,CLIENT,2016-08-16T08:22:22.000,2016-10-17T09:02:19.000
75,CLIENT-5059,Resolved,P3,CLIENT,2016-08-16T09:07:22.000,2016-09-23T14:21:20.000
76,SERVER-4765,Resolved,Needs_Triage,SERVER,2016-08-16T13:30:38.000,2018-02-12T17:22:34.000
77,CLIENT-5060,Resolved,P1,CLIENT,2016-08-16T13:41:01.000,2016-08-16T15:51:01.000
78,SERVER-4766,Resolved,Needs_Triage,SERVER,2016-08-16T13:44:14.000,2016-10-25T20:11:51.000
79,SERVER-4767,Resolved,Needs_Triage,SERVER,2016-08-16T13:51:35.000,2016-09-05T14:50:16.000
80,CLIENT-5061,Resolved,Needs_Triage,CLIENT,2016-08-16T14:20:24.000,2016-08-23T14:57:27.000
81,CLIENT-5063,Resolved,Needs_Triage,CLIENT,2016-08-17T10:50:29.000,2016-08-19T13:20:59.000
82,CLIENT-5064,Resolved,P1,CLIENT,2016-08-17T12:53:20.000,2016-08-19T15:31:07.000
83,SERVER-4772,Resolved,Needs_Triage,SERVER,2016-08-17T13:48:51.000,2016-08-17T14:15:46.000
84,CLIENT-5065,Resolved,P2,CLIENT,2016-08-17T15:00:39.000,2016-12-07T16:57:13.000
85,SERVER-4773,Resolved,Needs_Triage,SERVER,2016-08-17T15:11:32.000,2018-02-12T17:22:34.000
86,CLIENT-5066,Resolved,P2,CLIENT,2016-08-17T15:21:38.000,2016-10-27T13:47:20.000
87,CLIENT-5067,Resolved,Needs_Triage,CLIENT,2016-08-17T15:29:42.000,2016-08-19T15:10:16.000
88,CLIENT-5068,Resolved,P2,CLIENT,2016-08-17T15:46:55.000,2016-08-19T14:37:14.000
89,CLIENT-5069,Resolved,Needs_Triage,CLIENT,2016-08-17T15:47:59.000,2018-05-21T15:19:08.000
90,CLIENT-5070,Resolved,P3,CLIENT,2016-08-17T15:51:55.000,2016-09-26T16:04:25.000
91,CLIENT-5071,Closed,P2,CLIENT,2016-08-17T15:57:16.000,2016-08-31T15:44:09.000
92,CLIENT-5072,Resolved,P3,CLIENT,2016-08-17T16:17:14.000,2018-02-12T17:20:25.000
93,CLIENT-5073,Resolved,P2,CLIENT,2016-08-17T16:39:36.000,2018-02-12T17:20:25.000
94,CLIENT-5074,Closed,P3,CLIENT,2016-08-17T16:42:46.000,2016-08-31T10:37:13.000
95,CLIENT-5075,Resolved,P3,CLIENT,2016-08-17T17:01:07.000,2017-02-22T14:43:46.000
96,CLIENT-5076,Resolved,P3,CLIENT,2016-08-17T17:03:23.000,2018-05-21T15:19:26.000
97,CLIENT-5077,Resolved,P2,CLIENT,2016-08-17T17:21:47.000,2016-10-03T17:57:34.000
98,SERVER-4778,Resolved,P3,SERVER,2016-08-18T09:25:07.000,2016-08-22T09:48:32.000
99,CLIENT-5079,Closed,P2,CLIENT,2016-08-18T11:21:33.000,2016-08-31T15:57:30.000
100,CLIENT-5080,Resolved,P2,CLIENT,2016-08-18T12:51:55.000,2016-09-01T14:32:05.000
101,SERVER-4782,Resolved,Needs_Triage,SERVER,2016-08-19T09:26:58.000,2016-11-02T12:36:09.000
102,CLIENT-5082,Resolved,P3,CLIENT,2016-08-19T11:16:12.000,2017-03-02T11:08:07.000
103,SERVER-5166,Closed,Needs_Triage,SERVER,2016-08-19T16:20:30.000,2016-09-02T11:31:26.000
104,SERVER-5189,Resolved,Needs_Triage,SERVER,2016-08-22T09:28:07.000,2018-02-12T17:22:37.000
105,SERVER-4785,Resolved,Needs_Triage,SERVER,2016-08-22T10:31:07.000,2018-02-12T17:22:34.000
106,CLIENT-5083,Resolved,P2,CLIENT,2016-08-22T10:36:44.000,2016-08-26T15:46:13.000
107,CLIENT-5084,Resolved,P2,CLIENT,2016-08-22T12:33:11.000,2016-09-26T10:48:26.000
108,CLIENT-5085,Resolved,P2,CLIENT,2016-08-22T13:46:49.000,2016-08-26T15:48:56.000
109,SERVER-4787,Resolved,Needs_Triage,SERVER,2016-08-22T16:47:35.000,2016-09-16T15:37:18.000
110,CLIENT-5088,Resolved,P2,CLIENT,2016-08-24T13:13:43.000,2016-09-22T13:22:48.000
111,CLIENT-5089,Resolved,P2,CLIENT,2016-08-24T14:53:34.000,2016-09-06T17:52:33.000
112,CLIENT-5090,Resolved,P3,CLIENT,2016-08-24T15:01:34.000,2018-02-12T17:20:25.000
113,CLIENT-5091,Resolved,P3,CLIENT,2016-08-24T15:02:13.000,2016-11-02T12:33:54.000
114,CLIENT-5092,Resolved,P2,CLIENT,2016-08-25T11:52:55.000,2016-10-17T10:45:24.000
115,CLIENT-5093,Resolved,P3,CLIENT,2016-08-26T10:44:35.000,2016-09-15T07:29:32.000
116,CLIENT-5094,Resolved,P3,CLIENT,2016-08-26T10:47:12.000,2016-09-01T10:35:25.000
117,CLIENT-5095,Closed,P2,CLIENT,2016-08-26T15:58:39.000,2016-08-31T16:10:25.000
118,CLIENT-5096,Closed,P2,CLIENT,2016-08-26T16:11:53.000,2016-08-31T16:23:02.000
119,CLIENT-5097,Resolved,P2,CLIENT,2016-08-26T17:10:34.000,2018-02-12T17:20:25.000
120,CLIENT-5098,Resolved,Needs_Triage,CLIENT,2016-08-26T17:23:40.000,2018-02-12T17:20:25.000
121,SERVER-4798,Resolved,Needs_Triage,SERVER,2016-08-30T08:22:24.000,2016-09-01T12:21:34.000
122,SERVER-4800,Resolved,Needs_Triage,SERVER,2016-08-30T13:24:00.000,2016-09-26T10:25:06.000
123,SERVER-4801,Resolved,P3,SERVER,2016-08-31T15:10:37.000,2016-11-16T11:41:08.000
124,CLIENT-5099,Resolved,P4,CLIENT,2016-08-31T16:19:05.000,2018-02-12T17:20:25.000
125,CLIENT-5100,Resolved,P3,CLIENT,2016-08-31T17:06:55.000,2016-09-07T11:03:27.000
126,CLIENT-5101,Resolved,P1,CLIENT,2016-08-31T18:20:19.000,2016-12-02T01:43:10.000
127,CLIENT-5102,Resolved,Needs_Triage,CLIENT,2016-08-31T18:46:30.000,2018-02-12T17:20:25.000
128,SERVER-4803,Closed,Needs_Triage,SERVER,2016-09-01T15:10:09.000,2016-11-01T09:13:51.000
129,SERVER-4805,Resolved,Needs_Triage,SERVER,2016-09-01T20:20:02.000,2018-02-12T17:22:34.000
130,SERVER-4806,Resolved,Needs_Triage,SERVER,2016-09-02T08:47:56.000,2018-02-12T17:22:34.000
131,SERVER-4810,Closed,Needs_Triage,SERVER,2016-09-05T08:16:49.000,2016-09-07T11:33:28.000
132,SERVER-4811,Closed,P2,SERVER,2016-09-05T08:18:42.000,2016-09-06T11:50:53.000
133,SERVER-4812,Resolved,Needs_Triage,SERVER,2016-09-05T08:35:12.000,2016-09-06T08:21:05.000
134,CLIENT-5106,Resolved,P3,CLIENT,2016-09-05T13:01:23.000,2018-05-21T15:20:10.000
135,CLIENT-5107,Resolved,P5,CLIENT,2016-09-05T13:01:35.000,2018-02-12T17:20:25.000
136,CLIENT-5108,Resolved,P2,CLIENT,2016-09-05T13:46:54.000,2016-09-06T16:37:41.000
137,SERVER-4813,Resolved,Needs_Triage,SERVER,2016-09-05T16:22:20.000,2016-09-07T09:27:46.000
138,SERVER-4814,Resolved,Needs_Triage,SERVER,2016-09-05T16:35:08.000,2016-09-07T16:08:11.000
139,SERVER-4815,Resolved,Needs_Triage,SERVER,2016-09-06T09:05:31.000,2016-10-18T12:39:21.000
140,SERVER-4816,Resolved,Needs_Triage,SERVER,2016-09-06T13:22:40.000,2018-02-12T17:22:34.000
141,CLIENT-5109,Resolved,P4,CLIENT,2016-09-06T14:35:08.000,2018-05-21T15:20:38.000
142,SERVER-4817,Closed,Needs_Triage,SERVER,2016-09-06T15:16:40.000,2016-09-16T11:45:02.000
143,SERVER-4819,Resolved,Needs_Triage,SERVER,2016-09-06T16:50:11.000,2016-09-07T10:41:48.000
144,SERVER-4827,Resolved,Needs_Triage,SERVER,2016-09-07T14:11:30.000,2016-09-07T16:05:39.000
145,SERVER-4828,Resolved,Needs_Triage,SERVER,2016-09-07T16:04:31.000,2018-02-12T17:22:34.000
146,SERVER-4830,Resolved,Needs_Triage,SERVER,2016-09-07T16:50:56.000,2018-02-12T17:22:34.000
147,SERVER-4833,Resolved,Needs_Triage,SERVER,2016-09-08T11:21:28.000,2018-02-12T17:22:34.000
148,CLIENT-5111,Resolved,P2,CLIENT,2016-09-08T13:20:59.000,2016-09-30T12:25:43.000
149,SERVER-4835,Resolved,Needs_Triage,SERVER,2016-09-08T18:45:24.000,2016-09-23T14:03:23.000
150,SERVER-4838,Resolved,Needs_Triage,SERVER,2016-09-09T08:40:30.000,2016-10-25T10:47:20.000
151,SERVER-4839,Resolved,Needs_Triage,SERVER,2016-09-09T08:48:50.000,2016-10-25T10:47:11.000
152,SERVER-4841,Resolved,Needs_Triage,SERVER,2016-09-09T16:14:50.000,2018-02-12T17:22:34.000
153,SERVER-4844,Resolved,Needs_Triage,SERVER,2016-09-12T10:35:15.000,2018-02-12T17:22:34.000
154,CLIENT-5112,Resolved,Needs_Triage,CLIENT,2016-09-12T10:49:39.000,2016-09-12T16:46:20.000
155,SERVER-4845,Closed,Needs_Triage,SERVER,2016-09-12T10:57:22.000,2016-10-04T16:21:15.000
156,SERVER-4846,Resolved,Needs_Triage,SERVER,2016-09-12T11:04:53.000,2018-02-12T17:22:34.000
157,SERVER-4847,Resolved,P3,SERVER,2016-09-12T12:53:23.000,2016-10-10T21:23:23.000
158,SERVER-4849,Closed,Needs_Triage,SERVER,2016-09-12T15:47:29.000,2016-09-23T13:54:40.000
159,CLIENT-5113,Resolved,P3,CLIENT,2016-09-12T16:24:02.000,2016-09-15T07:30:36.000
160,SERVER-4851,Closed,Needs_Triage,SERVER,2016-09-13T10:53:23.000,2016-10-25T10:46:57.000
161,SERVER-4852,Resolved,Needs_Triage,SERVER,2016-09-13T15:24:11.000,2018-02-12T17:22:34.000
162,CLIENT-5114,Resolved,P3,CLIENT,2016-09-13T19:51:03.000,2017-03-02T15:07:35.000
163,CLIENT-5116,Resolved,P2,CLIENT,2016-09-14T23:41:01.000,2016-09-26T12:37:58.000
164,CLIENT-5117,Resolved,P2,CLIENT,2016-09-14T23:51:28.000,2016-09-21T10:37:16.000
165,CLIENT-5118,Resolved,P2,CLIENT,2016-09-15T08:32:25.000,2016-11-11T10:51:12.000
166,CLIENT-5119,Resolved,Needs_Triage,CLIENT,2016-09-15T09:20:26.000,2016-09-15T11:12:50.000
167,CLIENT-5120,Resolved,Needs_Triage,CLIENT,2016-09-15T09:58:57.000,2016-09-20T16:33:45.000
168,CLIENT-5121,Resolved,P4,CLIENT,2016-09-15T10:15:34.000,2018-05-17T15:13:37.000
169,SERVER-4855,Resolved,Needs_Triage,SERVER,2016-09-15T10:59:38.000,2018-02-12T17:22:34.000
170,SERVER-4856,Resolved,P1,SERVER,2016-09-15T11:26:52.000,2016-09-15T13:46:42.000
171,SERVER-4857,Resolved,Needs_Triage,SERVER,2016-09-15T15:04:46.000,2016-09-30T10:38:07.000
172,CLIENT-5122,Resolved,P2,CLIENT,2016-09-16T09:06:18.000,2016-09-21T12:26:51.000
173,CLIENT-5123,Resolved,P2,CLIENT,2016-09-16T09:48:54.000,2016-10-04T10:19:10.000
174,SERVER-4859,Resolved,P3,SERVER,2016-09-16T11:33:07.000,2016-09-27T14:35:52.000
175,SERVER-4860,Resolved,Needs_Triage,SERVER,2016-09-16T11:46:03.000,2018-02-12T17:22:34.000
176,SERVER-4861,Resolved,Needs_Triage,SERVER,2016-09-16T11:49:22.000,2018-02-12T17:22:34.000
177,SERVER-4863,Resolved,Needs_Triage,SERVER,2016-09-16T15:09:54.000,2016-10-21T13:27:07.000
178,SERVER-4865,Resolved,Needs_Triage,SERVER,2016-09-16T16:01:32.000,2018-02-12T17:22:34.000
179,SERVER-5211,Resolved,Needs_Triage,SERVER,2016-09-19T09:41:15.000,2016-09-19T09:43:08.000
180,SERVER-4869,Closed,Needs_Triage,SERVER,2016-09-19T13:00:19.000,2016-09-21T09:07:24.000
181,CLIENT-5124,Resolved,Needs_Triage,CLIENT,2016-09-19T14:32:21.000,2016-09-21T08:16:03.000
182,CLIENT-5125,Resolved,P2,CLIENT,2016-09-19T15:19:52.000,2016-10-19T12:00:29.000
183,CLIENT-5126,New,P3,CLIENT,2016-09-19T16:59:11.000,
184,CLIENT-5127,Resolved,Needs_Triage,CLIENT,2016-09-19T17:04:55.000,2018-02-12T17:20:25.000
185,CLIENT-5128,Resolved,Needs_Triage,CLIENT,2016-09-19T17:06:57.000,2016-09-20T11:16:29.000
186,CLIENT-5129,Resolved,P3,CLIENT,2016-09-19T17:10:42.000,2018-05-21T15:21:35.000
187,CLIENT-5130,Resolved,Needs_Triage,CLIENT,2016-09-20T09:24:17.000,2016-09-20T15:26:28.000
188,SERVER-4874,Resolved,P3,SERVER,2016-09-20T12:06:27.000,2016-09-27T15:58:18.000
189,SERVER-4875,Resolved,Needs_Triage,SERVER,2016-09-20T14:41:45.000,2016-09-22T10:35:37.000
190,SERVER-4876,Resolved,P3,SERVER,2016-09-20T16:32:51.000,2018-02-12T17:22:34.000
191,CLIENT-5132,Resolved,P3,CLIENT,2016-09-20T17:24:05.000,2018-05-21T17:12:59.000
192,SERVER-4878,Closed,Needs_Triage,SERVER,2016-09-21T09:27:19.000,2016-10-06T15:55:42.000
193,CLIENT-5133,Resolved,P2,CLIENT,2016-09-21T09:42:48.000,2016-09-29T14:09:49.000
194,CLIENT-5134,Resolved,P2,CLIENT,2016-09-21T10:23:09.000,2016-10-12T10:33:55.000
195,CLIENT-5135,Resolved,P3,CLIENT,2016-09-21T10:24:56.000,2016-09-26T16:24:55.000
196,SERVER-4879,Resolved,Needs_Triage,SERVER,2016-09-21T10:48:32.000,2018-02-12T17:22:34.000
197,SERVER-4880,Resolved,Needs_Triage,SERVER,2016-09-21T12:59:44.000,2016-10-24T09:09:02.000
198,SERVER-4883,Closed,P3,SERVER,2016-09-21T16:03:58.000,2016-11-22T15:26:39.000
199,CLIENT-5136,Verified,P2,CLIENT,2016-09-21T17:16:16.000,2018-04-30T15:54:19.000
200,CLIENT-5137,Resolved,Needs_Triage,CLIENT,2016-09-21T17:25:20.000,2016-10-03T14:21:45.000
201,SERVER-4885,Resolved,Needs_Triage,SERVER,2016-09-22T11:25:02.000,2016-09-22T12:37:53.000
202,SERVER-4886,Resolved,Needs_Triage,SERVER,2016-09-22T14:58:10.000,2016-10-27T09:31:36.000
203,SERVER-4888,Resolved,Needs_Triage,SERVER,2016-09-23T09:42:13.000,2016-10-12T09:27:46.000
204,CLIENT-5138,Resolved,Needs_Triage,CLIENT,2016-09-23T10:00:34.000,2016-09-23T16:03:25.000
205,CLIENT-5139,Resolved,Needs_Triage,CLIENT,2016-09-23T10:08:00.000,2016-09-29T13:59:02.000
206,CLIENT-5140,Resolved,Needs_Triage,CLIENT,2016-09-23T10:53:24.000,2016-09-27T08:45:55.000
207,CLIENT-5141,Resolved,Needs_Triage,CLIENT,2016-09-23T10:53:30.000,2016-10-03T09:37:38.000
208,CLIENT-5142,Resolved,Needs_Triage,CLIENT,2016-09-23T10:56:13.000,2016-10-03T15:37:33.000
209,SERVER-4893,Resolved,P3,SERVER,2016-09-26T10:00:12.000,2016-11-21T09:20:27.000
210,CLIENT-5143,Resolved,Needs_Triage,CLIENT,2016-09-26T10:57:27.000,2016-09-29T14:09:18.000
211,CLIENT-5145,Resolved,P3,CLIENT,2016-09-27T14:03:18.000,2018-05-21T15:22:06.000
212,SERVER-4899,Resolved,Needs_Triage,SERVER,2016-09-27T14:03:34.000,2016-09-27T14:47:57.000
213,CLIENT-5147,Resolved,Needs_Triage,CLIENT,2016-09-28T13:40:28.000,2016-09-29T14:06:34.000
214,CLIENT-5148,Resolved,Needs_Triage,CLIENT,2016-09-28T13:43:29.000,2016-09-29T14:12:49.000
215,SERVER-4901,Resolved,Needs_Triage,SERVER,2016-09-28T16:30:14.000,2016-09-30T10:00:00.000
216,SERVER-4903,Resolved,Needs_Triage,SERVER,2016-09-29T04:32:46.000,2018-02-12T17:22:35.000
217,SERVER-4904,Resolved,Needs_Triage,SERVER,2016-09-29T08:14:52.000,2016-09-29T15:35:27.000
218,SERVER-4910,Resolved,P3,SERVER,2016-09-30T08:33:44.000,2018-02-12T17:22:35.000
219,SERVER-4911,Closed,P3,SERVER,2016-09-30T09:16:16.000,2016-10-10T11:30:03.000
220,SERVER-4912,Closed,Needs_Triage,SERVER,2016-09-30T10:49:42.000,2016-10-06T08:02:18.000
221,CLIENT-5149,Resolved,Needs_Triage,CLIENT,2016-09-30T15:19:19.000,2016-10-03T16:32:26.000
222,CLIENT-5150,Resolved,P2,CLIENT,2016-10-03T09:38:40.000,2016-10-21T11:00:35.000
223,SERVER-4922,Resolved,P3,SERVER,2016-10-04T10:26:00.000,2016-10-24T15:56:15.000
224,CLIENT-5152,Resolved,P3,CLIENT,2016-10-04T11:20:14.000,2016-11-03T17:26:49.000
225,CLIENT-5153,Resolved,P3,CLIENT,2016-10-04T11:23:56.000,2016-11-02T11:25:00.000
226,SERVER-4924,Resolved,P1,SERVER,2016-10-04T17:01:56.000,2016-10-24T11:08:26.000
227,CLIENT-5154,Resolved,P2,CLIENT,2016-10-05T09:42:20.000,2016-10-10T13:45:57.000
228,SERVER-4930,Resolved,Needs_Triage,SERVER,2016-10-05T17:11:10.000,2016-10-20T17:19:33.000
229,SERVER-4932,Closed,Needs_Triage,SERVER,2016-10-06T12:53:12.000,2016-10-06T14:28:01.000
230,SERVER-4933,Resolved,P2,SERVER,2016-10-06T13:23:48.000,2016-11-04T13:43:57.000
231,SERVER-4938,Resolved,Needs_Triage,SERVER,2016-10-10T09:43:50.000,2017-10-02T16:47:47.000
232,SERVER-4940,Resolved,Needs_Triage,SERVER,2016-10-10T16:09:25.000,2017-02-10T12:14:45.000
233,SERVER-4941,Resolved,Needs_Triage,SERVER,2016-10-10T17:05:39.000,2016-10-13T17:00:56.000
234,SERVER-4943,Resolved,Needs_Triage,SERVER,2016-10-11T09:24:52.000,2017-10-10T18:08:31.000
235,SERVER-4944,Closed,Needs_Triage,SERVER,2016-10-11T13:08:50.000,2016-11-01T13:36:08.000
236,SERVER-4945,Resolved,Needs_Triage,SERVER,2016-10-11T13:33:40.000,2016-11-29T15:41:57.000
237,CLIENT-5159,Resolved,P2,CLIENT,2016-10-11T15:52:51.000,2016-11-08T14:59:40.000
238,SERVER-4947,Resolved,Needs_Triage,SERVER,2016-10-11T17:31:41.000,2016-10-24T10:37:28.000
239,SERVER-4948,Resolved,Needs_Triage,SERVER,2016-10-11T22:58:54.000,2018-02-12T17:22:35.000
240,CLIENT-5160,Resolved,P4,CLIENT,2016-10-11T23:29:17.000,2017-02-22T15:06:34.000
241,CLIENT-5161,Resolved,P3,CLIENT,2016-10-11T23:33:13.000,2016-11-09T19:18:30.000
242,CLIENT-5162,Resolved,P3,CLIENT,2016-10-11T23:37:13.000,2016-11-09T10:46:36.000
243,CLIENT-5163,Resolved,P3,CLIENT,2016-10-11T23:39:12.000,2016-11-15T13:02:48.000
244,CLIENT-5164,Resolved,P4,CLIENT,2016-10-11T23:40:12.000,2018-02-12T17:20:25.000
245,CLIENT-5165,Resolved,P3,CLIENT,2016-10-11T23:40:58.000,2017-02-22T14:45:11.000
246,CLIENT-5166,Resolved,P2,CLIENT,2016-10-11T23:41:47.000,2016-11-08T14:13:24.000
