,Issue id,Status,Priority,Issue key,Created,Resolved
21,SERVER-4770,Resolved,Needs_Triage,SERVER,2016-08-17T05:37:48.000,2018-02-12T17:22:34.000
22,CLIENT-5062,New,P4,CLIENT,2016-08-17T09:31:50.000,
23,SERVER-4774,Resolved,Needs_Triage,SERVER,2016-08-17T15:54:54.000,2018-02-12T17:22:34.000
24,SERVER-4775,Resolved,Needs_Triage,SERVER,2016-08-17T16:17:15.000,2018-02-12T17:22:34.000
25,SERVER-4776,Resolved,Needs_Triage,SERVER,2016-08-17T17:14:08.000,2016-12-07T14:18:41.000
26,SERVER-4777,Resolved,Needs_Triage,SERVER,2016-08-17T20:07:41.000,2016-10-27T20:57:20.000
27,CLIENT-5078,Resolved,P2,CLIENT,2016-08-18T10:37:11.000,2016-10-10T21:27:58.000
28,CLIENT-5081,Resolved,Needs_Triage,CLIENT,2016-08-18T15:54:15.000,2016-08-18T16:29:36.000
29,SERVER-4780,Resolved,Needs_Triage,SERVER,2016-08-18T17:08:41.000,2016-08-18T17:35:44.000
30,SERVER-4783,Closed,P3,SERVER,2016-08-19T14:08:04.000,2016-09-26T10:26:59.000
31,SERVER-4784,Resolved,P3,SERVER,2016-08-19T16:17:40.000,2018-03-27T10:13:36.000
32,SERVER-4786,Resolved,Needs_Triage,SERVER,2016-08-22T12:08:13.000,2016-09-19T10:27:21.000
33,SERVER-4790,Resolved,P2,SERVER,2016-08-24T09:33:27.000,2017-02-10T13:59:58.000
34,SERVER-4791,Resolved,Needs_Triage,SERVER,2016-08-24T16:53:43.000,2016-08-25T12:10:49.000
35,SERVER-4792,Resolved,Needs_Triage,SERVER,2016-08-25T17:59:45.000,2018-02-12T17:22:34.000
36,SERVER-4793,Resolved,P3,SERVER,2016-08-25T20:11:49.000,2017-09-12T15:16:43.000
37,SERVER-4794,Resolved,P3,SERVER,2016-08-25T22:14:46.000,2016-09-21T13:17:17.000
38,SERVER-4795,Resolved,Needs_Triage,SERVER,2016-08-26T08:58:50.000,2018-02-12T17:22:34.000
39,SERVER-4796,Resolved,Needs_Triage,SERVER,2016-08-26T23:16:57.000,2018-02-12T17:22:34.000
40,SERVER-4797,Resolved,Needs_Triage,SERVER,2016-08-29T11:43:44.000,2018-02-12T17:22:34.000
41,SERVER-4799,Resolved,Needs_Triage,SERVER,2016-08-30T09:47:12.000,2018-02-12T17:22:34.000
42,SERVER-4802,Resolved,Needs_Triage,SERVER,2016-09-01T08:27:32.000,2018-02-12T17:22:34.000
43,CLIENT-5103,Resolved,P3,CLIENT,2016-09-01T14:55:44.000,2016-09-06T13:43:33.000
44,CLIENT-5104,Resolved,P3,CLIENT,2016-09-01T15:08:13.000,2016-09-06T13:43:43.000
45,SERVER-4807,Resolved,Needs_Triage,SERVER,2016-09-02T13:39:53.000,2016-10-13T09:45:14.000
46,CLIENT-5105,Resolved,P1,CLIENT,2016-09-02T14:26:33.000,2016-11-22T20:17:15.000
47,SERVER-4808,Resolved,P3,SERVER,2016-09-02T14:34:23.000,2016-11-16T11:39:48.000
48,SERVER-5470,Closed,P3,SERVER,2016-09-02T17:02:56.000,2018-06-14T15:51:17.000
49,SERVER-4809,Resolved,Needs_Triage,SERVER,2016-09-02T23:21:38.000,2018-02-12T17:22:34.000
50,SERVER-4820,Resolved,Needs_Triage,SERVER,2016-09-06T19:56:08.000,2018-02-12T17:22:34.000
51,SERVER-4821,Resolved,Needs_Triage,SERVER,2016-09-07T07:40:44.000,2018-02-12T17:22:34.000
52,SERVER-4822,Resolved,P2,SERVER,2016-09-07T10:00:35.000,2016-09-26T10:24:20.000
53,SERVER-4823,Resolved,Needs_Triage,SERVER,2016-09-07T10:45:01.000,2016-12-19T08:27:17.000
54,SERVER-4824,Verified,P3,SERVER,2016-09-07T12:19:11.000,2017-05-04T10:33:31.000
55,SERVER-4825,Resolved,Needs_Triage,SERVER,2016-09-07T12:59:58.000,2016-09-16T22:07:19.000
56,CLIENT-5110,Verified,P3,CLIENT,2016-09-07T14:10:04.000,2018-06-11T15:16:58.000
57,SERVER-4831,Resolved,Needs_Triage,SERVER,2016-09-08T05:33:56.000,2018-02-12T17:22:34.000
58,SERVER-4832,Resolved,Needs_Triage,SERVER,2016-09-08T09:51:49.000,2018-02-12T17:22:34.000
59,SERVER-4836,Resolved,P3,SERVER,2016-09-08T21:10:27.000,2016-11-16T11:39:01.000
60,SERVER-4840,Resolved,Needs_Triage,SERVER,2016-09-09T12:20:30.000,2018-02-12T17:22:34.000
61,SERVER-4843,Resolved,Needs_Triage,SERVER,2016-09-12T08:19:31.000,2018-02-12T17:22:34.000
62,SERVER-4848,Resolved,Needs_Triage,SERVER,2016-09-12T15:12:53.000,2017-04-06T22:08:00.000
63,SERVER-4853,Resolved,Needs_Triage,SERVER,2016-09-14T11:34:12.000,2016-10-13T09:44:47.000
64,CLIENT-5115,Resolved,P3,CLIENT,2016-09-14T22:39:05.000,2018-05-14T10:29:04.000
65,SERVER-4854,Resolved,Needs_Triage,SERVER,2016-09-15T04:12:56.000,2018-02-12T17:22:34.000
66,SERVER-4858,Resolved,Needs_Triage,SERVER,2016-09-15T20:07:54.000,2018-02-12T17:22:34.000
67,SERVER-4862,Resolved,P2,SERVER,2016-09-16T12:49:28.000,2016-10-03T14:12:12.000
68,SERVER-4864,Resolved,Needs_Triage,SERVER,2016-09-16T15:39:23.000,2018-02-12T17:22:34.000
69,SERVER-4866,Resolved,Needs_Triage,SERVER,2016-09-17T02:06:24.000,2016-10-20T09:46:42.000
70,SERVER-4867,Resolved,Needs_Triage,SERVER,2016-09-18T14:10:48.000,2018-02-12T17:22:34.000
71,SERVER-4868,Resolved,Needs_Triage,SERVER,2016-09-19T09:18:26.000,2018-02-12T17:22:34.000
72,SERVER-4870,Resolved,Needs_Triage,SERVER,2016-09-19T13:36:38.000,2018-02-12T17:22:34.000
73,SERVER-4871,Resolved,Needs_Triage,SERVER,2016-09-19T15:34:20.000,2016-11-16T11:38:46.000
74,SERVER-4872,Resolved,Needs_Triage,SERVER,2016-09-19T23:27:37.000,2018-02-12T17:22:34.000
75,SERVER-4873,Resolved,Needs_Triage,SERVER,2016-09-20T04:24:07.000,2016-09-20T08:37:54.000
76,CLIENT-5131,Resolved,P3,CLIENT,2016-09-20T16:09:29.000,2016-11-02T12:24:57.000
77,SERVER-4877,Resolved,Needs_Triage,SERVER,2016-09-20T20:44:20.000,2018-02-12T17:22:34.000
78,SERVER-4882,Resolved,Needs_Triage,SERVER,2016-09-21T15:56:03.000,2018-02-12T17:22:34.000
79,SERVER-4884,Resolved,Needs_Triage,SERVER,2016-09-21T20:45:08.000,2016-09-22T08:24:19.000
80,SERVER-4887,Resolved,P2,SERVER,2016-09-23T08:49:14.000,2018-02-12T17:22:34.000
81,SERVER-4890,Resolved,P3,SERVER,2016-09-23T11:23:40.000,2016-10-10T21:14:19.000
82,SERVER-4891,Resolved,P2,SERVER,2016-09-23T18:26:18.000,2016-11-16T11:38:22.000
83,SERVER-4892,Resolved,Needs_Triage,SERVER,2016-09-23T20:00:33.000,2018-02-12T17:22:34.000
84,SERVER-4894,Resolved,P3,SERVER,2016-09-26T16:06:26.000,2018-02-12T17:22:34.000
85,SERVER-4895,Resolved,Needs_Triage,SERVER,2016-09-26T22:53:20.000,2018-02-12T17:22:34.000
86,SERVER-4896,Resolved,P3,SERVER,2016-09-27T08:13:25.000,2016-11-17T18:18:28.000
87,SERVER-4897,Resolved,Needs_Triage,SERVER,2016-09-27T09:20:55.000,2018-02-12T17:22:35.000
88,SERVER-5309,Resolved,Needs_Triage,SERVER,2016-09-27T09:58:54.000,2018-02-12T17:22:37.000
89,CLIENT-5144,Closed,P2,CLIENT,2016-09-27T13:43:05.000,2016-10-14T23:21:43.000
90,CLIENT-5146,Resolved,P2,CLIENT,2016-09-27T14:45:24.000,2016-10-05T09:47:23.000
91,SERVER-4900,Resolved,P2,SERVER,2016-09-28T14:23:47.000,2016-11-16T13:25:26.000
92,SERVER-4902,Resolved,Needs_Triage,SERVER,2016-09-29T00:17:03.000,2018-02-12T17:22:35.000
93,SERVER-4905,Resolved,Needs_Triage,SERVER,2016-09-29T11:45:38.000,2018-02-12T17:22:35.000
94,SERVER-4906,Resolved,Needs_Triage,SERVER,2016-09-29T14:57:14.000,2018-02-12T17:22:35.000
95,SERVER-4907,Resolved,P3,SERVER,2016-09-29T16:36:31.000,2016-11-16T12:48:10.000
96,SERVER-4908,Resolved,Needs_Triage,SERVER,2016-09-29T16:58:45.000,2016-09-30T09:30:28.000
97,SERVER-4909,Resolved,Needs_Triage,SERVER,2016-09-29T18:24:33.000,2018-02-12T17:22:35.000
98,SERVER-4914,Resolved,Needs_Triage,SERVER,2016-09-30T20:31:06.000,2017-11-24T13:18:42.000
99,SERVER-4915,Resolved,P4,SERVER,2016-09-30T20:39:04.000,2019-02-01T16:51:36.000
100,SERVER-4916,Resolved,Needs_Triage,SERVER,2016-09-30T21:05:38.000,2016-10-02T15:21:43.000
101,SERVER-4917,Resolved,Needs_Triage,SERVER,2016-10-01T12:44:00.000,2016-10-03T08:20:39.000
102,SERVER-4918,Resolved,Needs_Triage,SERVER,2016-10-01T20:53:25.000,2018-02-12T17:22:35.000
103,SERVER-4919,Resolved,P3,SERVER,2016-10-03T07:26:48.000,2019-02-01T16:51:35.000
104,SERVER-4920,Resolved,P2,SERVER,2016-10-03T11:45:18.000,2016-11-16T11:36:00.000
105,SERVER-4921,Resolved,Needs_Triage,SERVER,2016-10-03T11:57:06.000,2016-10-04T11:07:10.000
106,CLIENT-5151,Resolved,Needs_Triage,CLIENT,2016-10-04T10:57:10.000,2016-10-05T07:05:30.000
107,SERVER-4926,Resolved,Needs_Triage,SERVER,2016-10-04T21:13:20.000,2018-02-12T17:22:35.000
108,SERVER-4927,Resolved,P4,SERVER,2016-10-04T21:42:13.000,2019-02-01T16:46:43.000
109,SERVER-4928,Resolved,Needs_Triage,SERVER,2016-10-05T00:55:15.000,2018-02-12T17:22:35.000
110,CLIENT-5155,Resolved,P2,CLIENT,2016-10-06T14:06:12.000,2016-11-02T12:20:31.000
111,CLIENT-5156,Resolved,Needs_Triage,CLIENT,2016-10-06T14:45:22.000,2016-10-06T14:51:39.000
112,SERVER-4934,Resolved,Needs_Triage,SERVER,2016-10-08T00:00:32.000,2018-02-12T17:22:35.000
113,SERVER-4935,Resolved,Needs_Triage,SERVER,2016-10-08T02:00:14.000,2017-02-03T12:57:54.000
114,SERVER-4936,Closed,Needs_Triage,SERVER,2016-10-10T09:16:05.000,2016-11-16T11:35:38.000
115,SERVER-4939,Resolved,Needs_Triage,SERVER,2016-10-10T13:25:35.000,2018-02-12T17:22:35.000
116,SERVER-4946,Resolved,P3,SERVER,2016-10-11T15:37:56.000,2016-10-28T11:19:19.000
117,SERVER-4955,Resolved,P2,SERVER,2016-10-14T01:54:46.000,2018-02-12T17:22:35.000
118,SERVER-4964,Resolved,P3,SERVER,2016-10-17T16:28:33.000,2018-06-25T14:51:13.000
119,SERVER-4968,Resolved,Needs_Triage,SERVER,2016-10-18T08:19:34.000,2016-11-16T11:34:42.000
120,SERVER-4970,Resolved,P4,SERVER,2016-10-18T13:23:45.000,2019-02-01T16:46:22.000
121,SERVER-4976,Resolved,Needs_Triage,SERVER,2016-10-19T16:18:12.000,2018-02-12T17:22:35.000
122,SERVER-4981,Resolved,P3,SERVER,2016-10-20T08:46:10.000,2018-02-12T17:27:48.000
123,SERVER-4983,Resolved,Needs_Triage,SERVER,2016-10-20T09:02:26.000,2018-02-12T17:22:35.000
124,SERVER-4987,Resolved,Needs_Triage,SERVER,2016-10-20T13:13:28.000,2018-02-12T17:22:35.000
125,SERVER-4994,Resolved,Needs_Triage,SERVER,2016-10-21T03:01:33.000,2016-11-16T11:34:21.000
126,SERVER-4995,Resolved,P4,SERVER,2016-10-21T08:19:29.000,2019-02-01T16:47:01.000
127,SERVER-5213,Closed,Needs_Triage,SERVER,2016-10-21T11:58:13.000,2016-10-24T13:53:49.000
128,SERVER-4998,Resolved,P2,SERVER,2016-10-22T03:58:08.000,2016-10-24T10:34:20.000
129,SERVER-5002,Resolved,Needs_Triage,SERVER,2016-10-24T13:52:14.000,2018-02-12T17:22:35.000
130,SERVER-5004,Resolved,Needs_Triage,SERVER,2016-10-24T15:20:11.000,2018-02-12T17:22:35.000
131,SERVER-5007,Resolved,Needs_Triage,SERVER,2016-10-24T22:41:26.000,2018-02-12T17:22:35.000
132,SERVER-5008,Resolved,Needs_Triage,SERVER,2016-10-24T23:39:09.000,2018-02-12T17:22:35.000
133,SERVER-5194,Resolved,Needs_Triage,SERVER,2016-10-26T05:55:47.000,2018-02-12T17:22:37.000
134,SERVER-5027,Resolved,Needs_Triage,SERVER,2016-10-27T15:26:57.000,2016-11-16T11:34:01.000
135,SERVER-5032,Resolved,P4,SERVER,2016-10-28T17:42:16.000,2018-04-27T16:47:54.000
136,SERVER-5034,Resolved,Needs_Triage,SERVER,2016-10-29T03:29:31.000,2018-02-12T17:22:35.000
137,SERVER-5035,Resolved,Needs_Triage,SERVER,2016-10-31T01:39:34.000,2016-11-22T09:05:47.000
138,CLIENT-5217,Resolved,P2,CLIENT,2016-10-31T14:26:14.000,2018-05-14T10:29:08.000
139,SERVER-5044,Resolved,Needs_Triage,SERVER,2016-11-02T14:53:15.000,2016-11-04T13:33:00.000
140,SERVER-5045,Resolved,Needs_Triage,SERVER,2016-11-03T09:26:47.000,2017-01-04T10:52:22.000
141,SERVER-5048,Resolved,Needs_Triage,SERVER,2016-11-03T11:47:40.000,2018-02-12T17:22:36.000
142,SERVER-5049,Resolved,P3,SERVER,2016-11-03T11:54:27.000,2019-02-01T16:50:23.000
143,CLIENT-5233,Resolved,Needs_Triage,CLIENT,2016-11-03T21:25:53.000,2016-11-08T17:45:44.000
144,SERVER-5053,Resolved,Needs_Triage,SERVER,2016-11-04T09:10:52.000,2018-02-12T17:22:36.000
145,SERVER-5061,Resolved,P4,SERVER,2016-11-07T03:07:45.000,2019-02-01T16:46:08.000
146,CLIENT-5242,Resolved,Needs_Triage,CLIENT,2016-11-07T13:25:20.000,2017-03-02T15:32:54.000
147,CLIENT-5243,Resolved,Needs_Triage,CLIENT,2016-11-07T15:07:48.000,2018-05-14T10:29:06.000
148,SERVER-5464,Resolved,Needs_Triage,SERVER,2016-11-08T03:01:15.000,2018-02-12T17:22:38.000
149,SERVER-5069,Resolved,Needs_Triage,SERVER,2016-11-08T15:34:12.000,2016-11-16T11:33:28.000
150,SERVER-5079,Resolved,Needs_Triage,SERVER,2016-11-14T10:56:36.000,2016-11-14T13:09:37.000
151,SERVER-5081,Resolved,Needs_Triage,SERVER,2016-11-14T14:24:26.000,2018-02-12T17:22:36.000
152,SERVER-5082,Resolved,Needs_Triage,SERVER,2016-11-15T11:09:54.000,2017-01-26T10:54:01.000
153,CLIENT-5292,Resolved,Needs_Triage,CLIENT,2016-11-16T01:36:28.000,2018-05-14T10:28:50.000
154,SERVER-5091,Resolved,Needs_Triage,SERVER,2016-11-17T17:33:17.000,2016-11-17T18:18:28.000
155,SERVER-5092,Resolved,P3,SERVER,2016-11-18T11:08:36.000,2018-02-13T16:07:20.000
156,SERVER-5099,Resolved,Needs_Triage,SERVER,2016-11-18T21:31:03.000,2018-02-12T17:22:36.000
157,CLIENT-5314,Resolved,Needs_Triage,CLIENT,2016-11-21T02:39:12.000,2018-05-14T10:29:09.000
158,SERVER-5101,Resolved,P3,SERVER,2016-11-21T17:11:43.000,2018-02-12T17:22:36.000
159,CLIENT-5326,Resolved,P3,CLIENT,2016-11-22T17:15:42.000,2018-05-14T10:35:13.000
160,CLIENT-5333,Resolved,P1,CLIENT,2016-11-24T12:21:00.000,2016-11-25T14:56:29.000
161,CLIENT-5341,Resolved,Needs_Triage,CLIENT,2016-11-25T07:03:05.000,2017-01-23T19:30:51.000
162,CLIENT-5351,Resolved,P2,CLIENT,2016-11-28T12:48:53.000,2017-02-22T14:49:50.000
163,SERVER-5126,Resolved,P2,SERVER,2016-11-28T22:06:33.000,2016-11-29T22:52:34.000
164,SERVER-5132,Resolved,Needs_Triage,SERVER,2016-11-30T09:31:29.000,2016-11-30T18:07:28.000
165,SERVER-5138,Resolved,P3,SERVER,2016-11-30T23:41:39.000,2017-01-26T11:32:26.000
166,SERVER-5139,Resolved,P2,SERVER,2016-12-01T02:00:43.000,2016-12-01T15:01:11.000
167,SERVER-5143,Verified,Needs_Triage,SERVER,2016-12-01T10:56:39.000,2016-12-07T10:50:09.000
168,SERVER-5148,Resolved,Needs_Triage,SERVER,2016-12-01T16:59:35.000,2016-12-02T09:43:18.000
169,SERVER-5241,Resolved,Needs_Triage,SERVER,2016-12-05T09:15:51.000,2018-02-12T17:22:37.000
170,SERVER-5516,Resolved,Needs_Triage,SERVER,2016-12-05T16:21:30.000,2017-02-22T15:10:58.000
171,SERVER-5521,Resolved,P2,SERVER,2016-12-06T17:00:41.000,2017-01-31T19:48:20.000
172,CLIENT-5485,Verified,P2,CLIENT,2016-12-07T10:56:35.000,2016-12-09T10:54:28.000
173,SERVER-5524,Resolved,P2,SERVER,2016-12-07T19:05:58.000,2017-04-06T11:05:15.000
174,SERVER-5530,Resolved,P2,SERVER,2016-12-09T14:15:08.000,2017-01-04T07:33:52.000
175,SERVER-5531,Resolved,P2,SERVER,2016-12-09T14:28:24.000,2017-01-19T10:27:29.000
176,SERVER-5533,Resolved,Needs_Triage,SERVER,2016-12-12T14:08:23.000,2018-02-12T17:22:38.000
177,SERVER-5538,Resolved,P3,SERVER,2016-12-13T03:37:49.000,2016-12-14T15:46:06.000
178,SERVER-5540,Resolved,Needs_Triage,SERVER,2016-12-14T14:16:57.000,2018-02-12T17:22:38.000
179,SERVER-5699,Verified,P2,SERVER,2016-12-15T09:32:31.000,2016-12-15T11:19:01.000
180,CLIENT-5500,Resolved,Needs_Triage,CLIENT,2016-12-15T14:33:00.000,2018-05-14T10:29:05.000
181,SERVER-5701,Resolved,Needs_Triage,SERVER,2016-12-15T20:47:49.000,2018-02-12T17:22:38.000
182,SERVER-5704,Resolved,Needs_Triage,SERVER,2016-12-16T16:02:55.000,2018-02-12T17:22:38.000
183,SERVER-5706,Resolved,Needs_Triage,SERVER,2016-12-20T12:19:03.000,2017-01-06T16:26:11.000
184,SERVER-5708,Resolved,Needs_Triage,SERVER,2016-12-20T18:54:53.000,2018-02-12T17:22:38.000
185,CLIENT-5508,Resolved,P2,CLIENT,2016-12-21T15:38:48.000,2018-05-14T10:29:06.000
186,SERVER-5712,Resolved,P3,SERVER,2016-12-22T04:51:06.000,2017-02-03T17:42:02.000
187,SERVER-5715,Resolved,Needs_Triage,SERVER,2016-12-27T00:36:41.000,2018-02-12T17:22:38.000
188,CLIENT-5512,Resolved,Needs_Triage,CLIENT,2016-12-27T00:48:51.000,2018-05-14T10:28:51.000
189,CLIENT-5513,Verified,P3,CLIENT,2016-12-27T09:06:13.000,2017-10-27T09:54:02.000
190,SERVER-5721,Resolved,P3,SERVER,2017-01-04T10:21:42.000,2018-10-24T12:04:04.000
191,CLIENT-5522,Verified,Needs_Triage,CLIENT,2017-01-06T11:42:29.000,2017-01-25T09:04:19.000
192,SERVER-5727,Resolved,P3,SERVER,2017-01-06T22:36:24.000,2018-06-14T15:51:13.000
193,SERVER-5729,Resolved,Needs_Triage,SERVER,2017-01-09T21:48:41.000,2018-02-12T17:22:38.000
194,CLIENT-5525,Resolved,Needs_Triage,CLIENT,2017-01-10T19:28:09.000,2017-02-22T14:57:14.000
195,SERVER-5737,Resolved,Needs_Triage,SERVER,2017-01-11T20:33:26.000,2018-02-12T17:22:39.000
196,SERVER-5738,Resolved,P3,SERVER,2017-01-11T21:38:14.000,2018-02-12T17:22:39.000
197,CLIENT-5526,Verified,Needs_Triage,CLIENT,2017-01-12T11:09:23.000,2017-01-25T08:33:24.000
198,SERVER-5740,Resolved,Needs_Triage,SERVER,2017-01-12T15:28:42.000,2018-02-12T17:22:39.000
199,SERVER-5743,Resolved,P2,SERVER,2017-01-18T00:46:03.000,2017-01-25T14:36:56.000
200,CLIENT-5529,Resolved,Needs_Triage,CLIENT,2017-01-19T12:44:37.000,2017-01-23T16:34:14.000
201,SERVER-5746,Resolved,P4,SERVER,2017-01-19T15:04:23.000,2018-02-12T17:22:39.000
202,SERVER-5747,Resolved,Needs_Triage,SERVER,2017-01-19T15:18:51.000,2017-01-20T15:02:57.000
203,SERVER-5748,Resolved,Needs_Triage,SERVER,2017-01-19T15:34:17.000,2018-02-12T17:22:39.000
204,SERVER-5749,Resolved,Needs_Triage,SERVER,2017-01-19T15:47:59.000,2018-02-12T17:22:39.000
205,SERVER-5750,Resolved,Needs_Triage,SERVER,2017-01-20T14:14:35.000,2018-02-12T17:22:39.000
206,SERVER-5754,Resolved,Needs_Triage,SERVER,2017-01-23T05:20:04.000,2017-10-10T17:35:08.000
207,SERVER-5755,Resolved,Needs_Triage,SERVER,2017-01-23T10:57:07.000,2017-09-05T09:24:51.000
208,CLIENT-5530,Resolved,P4,CLIENT,2017-01-23T13:32:43.000,2018-05-14T10:35:33.000
209,CLIENT-5532,Resolved,Needs_Triage,CLIENT,2017-01-24T16:26:00.000,2017-02-02T11:02:55.000
210,CLIENT-5534,Resolved,P3,CLIENT,2017-01-24T20:09:30.000,2018-04-30T15:47:02.000
211,SERVER-5779,Resolved,P3,SERVER,2017-01-25T17:10:48.000,2017-04-21T12:40:55.000
212,SERVER-5784,Resolved,Needs_Triage,SERVER,2017-01-27T13:02:38.000,2017-01-27T13:10:23.000
213,CLIENT-5542,Resolved,Needs_Triage,CLIENT,2017-01-30T16:27:49.000,2018-05-14T10:29:04.000
214,SERVER-5790,Resolved,Needs_Triage,SERVER,2017-01-30T16:56:33.000,2017-01-31T19:58:10.000
215,SERVER-5791,Resolved,P2,SERVER,2017-01-31T08:47:24.000,2017-02-07T10:31:29.000
216,SERVER-5794,Resolved,Needs_Triage,SERVER,2017-02-01T05:33:04.000,2018-02-12T17:22:39.000
217,CLIENT-5546,Resolved,Needs_Triage,CLIENT,2017-02-01T17:01:58.000,2018-05-14T10:29:09.000
218,SERVER-5805,Resolved,Needs_Triage,SERVER,2017-02-04T00:51:28.000,2017-02-09T14:41:40.000
219,CLIENT-5548,Resolved,Needs_Triage,CLIENT,2017-02-06T15:17:35.000,2017-02-23T17:00:04.000
220,CLIENT-5549,Resolved,Needs_Triage,CLIENT,2017-02-07T07:45:20.000,2017-02-07T08:02:42.000
221,SERVER-5811,Resolved,P4,SERVER,2017-02-07T08:01:12.000,2017-04-11T11:41:43.000
222,SERVER-5812,Resolved,Needs_Triage,SERVER,2017-02-07T08:11:46.000,2017-02-10T11:42:59.000
223,SERVER-5817,Resolved,P3,SERVER,2017-02-07T15:02:59.000,2017-02-07T16:53:52.000
224,SERVER-5824,Resolved,P4,SERVER,2017-02-08T20:29:43.000,2018-02-12T17:22:39.000
225,SERVER-5825,Resolved,P3,SERVER,2017-02-08T23:34:43.000,2018-04-27T18:02:32.000
226,SERVER-5826,Resolved,P3,SERVER,2017-02-09T06:57:14.000,2017-02-21T17:13:42.000
227,SERVER-5836,Resolved,Needs_Triage,SERVER,2017-02-10T17:47:17.000,2018-02-12T17:22:39.000
228,SERVER-5837,Resolved,P3,SERVER,2017-02-10T17:56:57.000,2017-10-02T15:40:17.000
229,CLIENT-5550,Resolved,Needs_Triage,CLIENT,2017-02-10T23:28:32.000,2018-05-14T10:29:10.000
230,CLIENT-5579,Resolved,P3,CLIENT,2017-02-11T17:36:11.000,2018-05-14T10:28:56.000
231,SERVER-5840,Resolved,P3,SERVER,2017-02-12T23:11:10.000,2017-04-20T21:14:54.000
232,CLIENT-5580,Resolved,P3,CLIENT,2017-02-13T06:10:48.000,2018-02-12T17:20:27.000
233,SERVER-5842,Resolved,P3,SERVER,2017-02-13T11:05:41.000,2019-02-01T16:47:06.000
234,SERVER-5846,Resolved,Needs_Triage,SERVER,2017-02-14T06:42:22.000,2018-02-12T17:22:39.000
235,SERVER-5849,Resolved,P3,SERVER,2017-02-14T15:38:00.000,2019-02-01T16:46:37.000
236,CLIENT-5573,Verified,P3,CLIENT,2017-02-15T15:48:23.000,2017-02-23T14:31:19.000
237,SERVER-6256,Verified,P3,SERVER,2017-02-15T15:50:45.000,2017-02-23T15:27:18.000
238,SERVER-5854,Resolved,Needs_Triage,SERVER,2017-02-15T23:39:16.000,2018-02-12T17:22:39.000
239,SERVER-5861,Resolved,P3,SERVER,2017-02-20T12:32:20.000,2018-04-27T16:07:53.000
240,SERVER-5862,Resolved,Needs_Triage,SERVER,2017-02-20T15:42:36.000,2017-05-05T10:56:05.000
241,SERVER-5863,Resolved,P3,SERVER,2017-02-20T21:22:23.000,2017-02-28T15:38:09.000
242,SERVER-5865,Resolved,P3,SERVER,2017-02-21T15:03:59.000,2019-02-01T16:51:30.000
243,SERVER-5868,Verified,P2,SERVER,2017-02-21T16:43:47.000,2017-07-14T15:57:15.000
244,SERVER-5873,Verified,P3,SERVER,2017-02-21T22:58:23.000,2017-03-10T17:13:21.000
245,SERVER-5875,Resolved,Needs_Triage,SERVER,2017-02-22T09:40:17.000,2018-02-12T17:22:39.000
246,SERVER-5880,Verified,P3,SERVER,2017-02-22T15:38:08.000,2017-04-05T15:56:50.000
